ndc,fei,registrant,country,anda,nda,bla,linkage_method,api_mfr
51662-1456,1021343,"Hospira, Inc.",US,ANDA-070583,,,SPL_DUNS_FEI,
68071-1951,3001451366,Patheon Manufacturing Services LLC,US,ANDA-080704,,,SPL_DUNS_FEI,
68071-1951,3006381009,SOFTGEL HEALTHCARE PRIVATE LIMITED,IN,ANDA-080704,,,SPL_DUNS_FEI,
55154-4848,3002721084,Teva Pharmaceutical Industries Ltd.,IL,ANDA-208784,,,ADDRESS_MATCH,
55154-4848,3005202697,Teva Pharmaceutical Industries Ltd.,IL,ANDA-208784,,,ADDRESS_MATCH,
0555-0633,3000718267,Barr Laboratories LLC,US,ANDA-074582,,,ADDRESS_MATCH,
0555-0634,3000718267,Barr Laboratories LLC,US,ANDA-074582,,,ADDRESS_MATCH,
0555-0635,3000718267,Barr Laboratories LLC,US,ANDA-074582,,,ADDRESS_MATCH,
23155-523,3014595023,Emcure Pharmaceuticals Limited,IN,ANDA-204147,,,SPL_DUNS_FEI,
0069-0315,1222181,"Wyeth Pharmaceuticals LLC, a subsidiary of Pfizer Inc.",US,,,BLA761099,SPL_DUNS_FEI,TRUE
0069-0315,1810189,Pfizer Inc,US,,,BLA761099,SPL_DUNS_FEI,
0069-0342,1222181,"Wyeth Pharmaceuticals LLC, a subsidiary of Pfizer Inc.",US,,,BLA761099,SPL_DUNS_FEI,TRUE
0069-0342,1810189,Pfizer Inc,US,,,BLA761099,SPL_DUNS_FEI,
57894-502,3005987757,Vetter Pharma Fertigung GmbH & Co. KG,DE,,,BLA761036,SPL_DUNS_FEI,
57894-502,3010479596,"Samsung Biologics Co., Ltd.",KR,,,BLA761036,SPL_DUNS_FEI,TRUE
57894-502,3000719749,Biogen Inc.,US,,,BLA761036,SPL_DUNS_FEI,TRUE
57894-502,3002806695,"Janssen Research & Development, L.L.C.",CH,,,BLA761036,SPL_DUNS_FEI,
57894-502,1000115571,Bamboo US BidCo LLC,US,,,BLA761036,SPL_DUNS_FEI,
57894-502,3006339887,FUJIFILM Corporation,DK,,,BLA761036,SPL_DUNS_FEI,TRUE
57894-505,3005987757,Vetter Pharma Fertigung GmbH & Co. KG,DE,,,BLA761036,SPL_DUNS_FEI,
57894-505,3010479596,"Samsung Biologics Co., Ltd.",KR,,,BLA761036,SPL_DUNS_FEI,TRUE
57894-505,3000719749,Biogen Inc.,US,,,BLA761036,SPL_DUNS_FEI,TRUE
57894-505,3002806695,"Janssen Research & Development, L.L.C.",CH,,,BLA761036,SPL_DUNS_FEI,
57894-505,1000115571,Bamboo US BidCo LLC,US,,,BLA761036,SPL_DUNS_FEI,
57894-505,3006339887,FUJIFILM Corporation,DK,,,BLA761036,SPL_DUNS_FEI,TRUE
68071-4673,3005796917,Aurolife Pharma LLC,US,ANDA-202800,,,SPL_DUNS_FEI,
55289-720,3002808385,"Taro Pharmaceuticals U.S.A., Inc.",IL,ANDA-040195,,,SPL_DUNS_FEI,
59651-378,3011255967,APL HEALTHCARE LIMITED,IN,ANDA-077645,,,SPL_DUNS_FEI,
59651-379,3011255967,APL HEALTHCARE LIMITED,IN,ANDA-077645,,,SPL_DUNS_FEI,
59651-380,3011255967,APL HEALTHCARE LIMITED,IN,ANDA-077645,,,SPL_DUNS_FEI,
24979-229,3007184570,Bora Pharmaceutical Laboratories Inc.,TW,ANDA-218979,,,SPL_DUNS_FEI,
24979-230,3007184570,Bora Pharmaceutical Laboratories Inc.,TW,ANDA-218979,,,SPL_DUNS_FEI,
57237-044,3004021229,Aurobindo Pharma Limited,IN,ANDA-065489,,,SPL_DUNS_FEI,
57237-045,3004021229,Aurobindo Pharma Limited,IN,ANDA-065489,,,SPL_DUNS_FEI,
60687-715,3008223599,"Amneal Pharmaceuticals of New York, LLC",IN,ANDA-077510,,,SPL_DUNS_FEI,
60687-715,3010661577,"Amneal Pharmaceuticals of New York, LLC",IN,ANDA-077510,,,SPL_DUNS_FEI,
68071-3340,3004081307,CIPLA LIMITED,IN,ANDA-076768,,,SPL_DUNS_FEI,
83008-006,3011895410,Aurobindo Pharma Limited,IN,ANDA-076921,,,SPL_DUNS_FEI,
83008-006,3004021229,Aurobindo Pharma Limited,IN,ANDA-076921,,,SPL_DUNS_FEI,
70121-1463,3010254278,"Amneal Pharmaceuticals of New York, LLC",IN,ANDA-210044,,,ADDRESS_MATCH,
76282-225,3003950641,"InvaGen Pharmaceuticals, Inc",US,ANDA-077836,,,SPL_DUNS_FEI,
76420-407,3002647489,GLAND PHARMA LIMITED,IN,ANDA-204216,,,ADDRESS_MATCH,
43598-909,3010014758,APPCO PHARMA LLC,US,ANDA-210670,,,SPL_DUNS_FEI,
43598-910,3010014758,APPCO PHARMA LLC,US,ANDA-210670,,,SPL_DUNS_FEI,
71610-455,3002808376,Apotex Inc.,CA,ANDA-076533,,,SPL_DUNS_FEI,
72162-1978,3009083745,Mankind Pharma Limited,IN,ANDA-214282,,,SPL_DUNS_FEI,
70010-063,3004097901,Granules India Ltd,IN,ANDA-090564,,,SPL_DUNS_FEI,
70010-064,3004097901,Granules India Ltd,IN,ANDA-090564,,,SPL_DUNS_FEI,
70010-065,3004097901,Granules India Ltd,IN,ANDA-090564,,,SPL_DUNS_FEI,
25021-682,3002647489,GLAND PHARMA LIMITED,IN,ANDA-216809,,,ADDRESS_MATCH,
25021-683,3002647489,GLAND PHARMA LIMITED,IN,ANDA-216809,,,ADDRESS_MATCH,
25021-684,3002647489,GLAND PHARMA LIMITED,IN,ANDA-216809,,,ADDRESS_MATCH,
80425-0111,3007373532,Aurobindo Pharma Limited,IN,ANDA-205606,,,SPL_DUNS_FEI,
71205-025,3002808376,Apotex Inc.,CA,ANDA-075948,,,ADDRESS_MATCH,
71335-9755,3008252295,Rubicon Research Limited,IN,ANDA-075643,,,SPL_DUNS_FEI,
68180-276,3004819820,LUPIN LIMITED,IN,ANDA-201677,,,SPL_DUNS_FEI,
63629-1073,1525864,"Adare Pharmaceuticals, Inc.",US,ANDA-076368,,,SPL_DUNS_FEI,
62756-955,3012841169,Dhananjay Barot,US,ANDA-214089,,,SPL_DUNS_FEI,
62756-956,3012841169,Dhananjay Barot,US,ANDA-214089,,,SPL_DUNS_FEI,
62756-957,3012841169,Dhananjay Barot,US,ANDA-214089,,,SPL_DUNS_FEI,
72189-537,3014645733,MSN PHARMACEUTICALS INC,US,ANDA-211933,,,SPL_DUNS_FEI,
72189-537,3011033544,MSN LABORATORIES PRIVATE LIMITED,IN,ANDA-211933,,,SPL_DUNS_FEI,
72189-537,3019516576,"MSN Laboratories Private Limited,",IN,ANDA-211933,,,SPL_DUNS_FEI,
70518-2601,3008316970,Viatris Inc.,IN,ANDA-077042,,,ADDRESS_MATCH,
70518-2601,3005587313,Viatris Inc.,IN,ANDA-077042,,,ADDRESS_MATCH,
71335-0293,3006230648,MARKSANS PHARMA LIMITED,IN,ANDA-090295,,,SPL_DUNS_FEI,
63629-1609,3011895410,Aurobindo Pharma Limited,IN,ANDA-078619,,,SPL_DUNS_FEI,
63629-1609,3004021229,Aurobindo Pharma Limited,IN,ANDA-078619,,,SPL_DUNS_FEI,
63629-1609,3007373532,Aurobindo Pharma Limited,IN,ANDA-078619,,,SPL_DUNS_FEI,
71205-472,3011640199,Yiling Pharmaceutical Ltd,CN,ANDA-210401,,,SPL_DUNS_FEI,
0378-8082,3002807186,Bausch Health Companies Inc.,CA,,NDA019049,,SPL_DUNS_FEI,
0378-8083,3002807186,Bausch Health Companies Inc.,CA,,NDA017522,,SPL_DUNS_FEI,
0378-8084,3002807186,Bausch Health Companies Inc.,CA,,NDA017340,,SPL_DUNS_FEI,
0378-8085,3002807186,Bausch Health Companies Inc.,CA,,NDA017955,,SPL_DUNS_FEI,
0378-8086,3002807186,Bausch Health Companies Inc.,CA,,NDA017579,,SPL_DUNS_FEI,
71335-2024,3010163919,"Humanwell PuraCap Pharmaceuticals (Wuhan) Co., Ltd",CN,ANDA-210093,,,SPL_DUNS_FEI,
72865-201,3009518416,Ascent Pharmaceuticals Inc,US,ANDA-211487,,,SPL_DUNS_FEI,
72865-202,3009518416,Ascent Pharmaceuticals Inc,US,ANDA-211487,,,SPL_DUNS_FEI,
72865-203,3009518416,Ascent Pharmaceuticals Inc,US,ANDA-211487,,,SPL_DUNS_FEI,
72865-204,3009518416,Ascent Pharmaceuticals Inc,US,ANDA-211487,,,SPL_DUNS_FEI,
60219-5922,3004182921,"Impax Laboratories, LLC",US,ANDA-077248,,,ADDRESS_MATCH,
80425-0055,1000135190,"Carlsbad Technology, Inc.",US,ANDA-075185,,,SPL_DUNS_FEI,
60505-1320,3002808376,Apotex Inc.,CA,ANDA-077746,,,ADDRESS_MATCH,
60505-1321,3002808376,Apotex Inc.,CA,ANDA-077746,,,ADDRESS_MATCH,
60505-1325,3002808376,Apotex Inc.,CA,ANDA-077746,,,ADDRESS_MATCH,
23155-092,3005139373,Heritage Pharmaceuticals Inc. d/b/a Avet Pharmaceuticals Inc.,US,ANDA-205210,,,SPL_DUNS_FEI,
23155-093,3005139373,Heritage Pharmaceuticals Inc. d/b/a Avet Pharmaceuticals Inc.,US,ANDA-205210,,,SPL_DUNS_FEI,
23155-094,3005139373,Heritage Pharmaceuticals Inc. d/b/a Avet Pharmaceuticals Inc.,US,ANDA-205210,,,SPL_DUNS_FEI,
23155-095,3005139373,Heritage Pharmaceuticals Inc. d/b/a Avet Pharmaceuticals Inc.,US,ANDA-205210,,,SPL_DUNS_FEI,
51655-406,3004021229,Aurobindo Pharma Limited,IN,ANDA-091604,,,SPL_DUNS_FEI,
70710-1886,3013712903,Zydus Lifesciences Limited,IN,ANDA-209465,,,SPL_DUNS_FEI,
46708-362,3004956904,Alembic Pharmaceuticals Limited,IN,ANDA-210527,,,SPL_DUNS_FEI,
46708-363,3004956904,Alembic Pharmaceuticals Limited,IN,ANDA-210527,,,SPL_DUNS_FEI,
85766-007,3002807904,Pliva Hrvatska d.o.o.,HR,ANDA-065225,,,ADDRESS_MATCH,
42571-233,3004495158,Micro Labs Limited,IN,ANDA-207471,,,SPL_DUNS_FEI,
42571-234,3004495158,Micro Labs Limited,IN,ANDA-207471,,,SPL_DUNS_FEI,
50090-7452,3001236066,"GRANULATION TECHNOLOGY, INC.",US,ANDA-040275,,,SPL_DUNS_FEI,
54348-805,2434498,Barr Laboratories Inc.,US,ANDA-040159,,,ADDRESS_MATCH,
54348-805,3000718267,Barr Laboratories LLC,US,ANDA-040159,,,ADDRESS_MATCH,
63739-483,3005259207,Piramal Pharma Limited,IN,ANDA-040840,,,SPL_DUNS_FEI,
63739-486,3005259207,Piramal Pharma Limited,IN,ANDA-040840,,,SPL_DUNS_FEI,
51655-077,3006370533,Alkem Laboratories Limited,IN,ANDA-206145,,,SPL_DUNS_FEI,
62207-922,3004097901,Granules India Ltd,IN,ANDA-075360,,,SPL_DUNS_FEI,
62207-923,3004097901,Granules India Ltd,IN,ANDA-075360,,,SPL_DUNS_FEI,
62207-924,3004097901,Granules India Ltd,IN,ANDA-075360,,,SPL_DUNS_FEI,
69452-311,3004540907,Bionpharma Inc.,IN,ANDA-217916,,,SPL_DUNS_FEI,
70518-4230,2220525,Hikma Pharmaceuticals USA Inc.,US,ANDA-080575,,,ADDRESS_MATCH,
0904-7334,2523348,"Frontida BioPharm, LLC",US,ANDA-072050,,,SPL_DUNS_FEI,
0904-7335,2523348,"Frontida BioPharm, LLC",US,ANDA-072051,,,SPL_DUNS_FEI,
68788-8778,3004819820,LUPIN LIMITED,IN,ANDA-201109,,,SPL_DUNS_FEI,
68788-8778,3007549629,LUPIN LIMITED,IN,ANDA-201109,,,SPL_DUNS_FEI,
63629-1107,3002806294,ALKALOIDA Vegyeszeti Gyar zartkoruen mukodo Reszvenytarsasag,HU,ANDA-040526,,,SPL_DUNS_FEI,
63629-1107,2523348,"Frontida BioPharm, LLC",US,ANDA-040526,,,SPL_DUNS_FEI,
50090-5848,3004819820,LUPIN LIMITED,IN,ANDA-077670,,,SPL_DUNS_FEI,
50090-5848,3004995645,LUPIN LIMITED,IN,ANDA-077670,,,SPL_DUNS_FEI,
50090-5848,3007549629,LUPIN LIMITED,IN,ANDA-077670,,,SPL_DUNS_FEI,
51655-534,3004021229,Aurobindo Pharma Limited,IN,ANDA-077739,,,SPL_DUNS_FEI,
55111-525,3002949099,Dr. Reddy's Laboratories Limited,IN,ANDA-090509,,,SPL_DUNS_FEI,
55111-526,3002949099,Dr. Reddy's Laboratories Limited,IN,ANDA-090509,,,SPL_DUNS_FEI,
55111-527,3002949099,Dr. Reddy's Laboratories Limited,IN,ANDA-090509,,,SPL_DUNS_FEI,
43063-678,3006370524,Alkem Laboratories Limited,IN,ANDA-090836,,,SPL_DUNS_FEI,
63187-744,3004081307,CIPLA LIMITED,IN,ANDA-077783,,,SPL_DUNS_FEI,
63187-744,3002806691,CIPLA LIMITED,IN,ANDA-077783,,,SPL_DUNS_FEI,TRUE
63187-744,3002806702,CIPLA LIMITED,IN,ANDA-077783,,,SPL_DUNS_FEI,TRUE
43598-528,3009864167,GLAND PHARMA LIMITED,IN,ANDA-209135,,,SPL_DUNS_FEI,
43598-529,3009864167,GLAND PHARMA LIMITED,IN,ANDA-209135,,,SPL_DUNS_FEI,
69434-005,3008828051,"Zhejiang Yongtai Pharmaceutical Co., Ltd",CN,ANDA-212059,,,SPL_DUNS_FEI,
69434-006,3008828051,"Zhejiang Yongtai Pharmaceutical Co., Ltd",CN,ANDA-212059,,,SPL_DUNS_FEI,
69434-007,3008828051,"Zhejiang Yongtai Pharmaceutical Co., Ltd",CN,ANDA-212059,,,SPL_DUNS_FEI,
69434-008,3008828051,"Zhejiang Yongtai Pharmaceutical Co., Ltd",CN,ANDA-212059,,,SPL_DUNS_FEI,
51991-620,3004540906,NATCO PHARMA LIMITED,IN,ANDA-079220,,,SPL_DUNS_FEI,
51991-620,3015380536,NATCO PHARMA LIMITED,IN,ANDA-079220,,,SPL_DUNS_FEI,
50090-1347,3002806351,Hikma Pharmaceuticals LLC,JO,ANDA-065325,,,ADDRESS_MATCH,
72162-1641,3002806294,ALKALOIDA Vegyeszeti Gyar zartkoruen mukodo Reszvenytarsasag,HU,ANDA-076416,,,SPL_DUNS_FEI,
71335-2591,3012932394,Graviti Pharmaceuticals Private Limited,IN,ANDA-209912,,,SPL_DUNS_FEI,
65162-912,3004488497,"Amneal Pharmaceuticals of New York, LLC",US,ANDA-204839,,,SPL_DUNS_FEI,
0378-6320,3005587313,Viatris Inc.,IN,ANDA-075138,,,ADDRESS_MATCH,
0378-6380,3005587313,Viatris Inc.,IN,ANDA-075138,,,ADDRESS_MATCH,
0378-6440,3005587313,Viatris Inc.,IN,ANDA-075138,,,ADDRESS_MATCH,
51407-620,3002916530,"ANI Pharmaceuticals, Inc.",CA,ANDA-074497,,,ADDRESS_MATCH,
51407-621,3002916530,"ANI Pharmaceuticals, Inc.",CA,ANDA-074497,,,ADDRESS_MATCH,
0904-7375,3010661577,"Amneal Pharmaceuticals of New York, LLC",IN,ANDA-201451,,,SPL_DUNS_FEI,
0904-7376,3010661577,"Amneal Pharmaceuticals of New York, LLC",IN,ANDA-201451,,,SPL_DUNS_FEI,
71209-005,3007684569,Cadila Pharmaceuticals Limited,IN,ANDA-202168,,,SPL_DUNS_FEI,
71209-006,3007684569,Cadila Pharmaceuticals Limited,IN,ANDA-202168,,,SPL_DUNS_FEI,
43598-303,3005406526,Hetero Labs Limited,IN,ANDA-090061,,,SPL_DUNS_FEI,
50090-7386,3008307735,Hetero Labs Limited,IN,ANDA-214344,,,SPL_DUNS_FEI,
50090-7386,3013944676,Annora Pharma Private Limited,IN,ANDA-214344,,,SPL_DUNS_FEI,
72603-540,3009083745,Mankind Pharma Limited,IN,ANDA-078771,,,SPL_DUNS_FEI,
71335-0292,3002808376,Apotex Inc.,CA,ANDA-204197,,,SPL_DUNS_FEI,
50090-7021,3002984011,Zydus Lifesciences Limited,IN,ANDA-091352,,,SPL_DUNS_FEI,
71335-1200,3006370533,Alkem Laboratories Limited,IN,ANDA-206402,,,SPL_DUNS_FEI,
71335-1200,3013791804,VKT Pharma Private Limited,IN,ANDA-206402,,,SPL_DUNS_FEI,
71335-1200,3006370524,Alkem Laboratories Limited,IN,ANDA-206402,,,SPL_DUNS_FEI,
42571-294,3009310198,Micro Labs Limited,IN,ANDA-210845,,,SPL_DUNS_FEI,
42571-330,3009310198,Micro Labs Limited,IN,ANDA-210845,,,SPL_DUNS_FEI,
64380-901,3004554612,Strides Pharma Science Limited,IN,ANDA-212356,,,SPL_DUNS_FEI,
50090-1511,3004446312,Aurobindo Pharma Limited,IN,ANDA-065271,,,SPL_DUNS_FEI,
21922-070,3005669319,Encube Ethicals Pvt. Ltd.,IN,ANDA-077547,,,SPL_DUNS_FEI,
71872-7031,3008461619,EUGIA Pharma Specialities Limited,IN,ANDA-205867,,,SPL_DUNS_FEI,
60846-301,3004488497,"Amneal Pharmaceuticals of New York, LLC",US,ANDA-090576,,,ADDRESS_MATCH,
65862-953,3007373532,Aurobindo Pharma Limited,IN,ANDA-208045,,,SPL_DUNS_FEI,
65862-954,3007373532,Aurobindo Pharma Limited,IN,ANDA-208045,,,SPL_DUNS_FEI,
65862-955,3007373532,Aurobindo Pharma Limited,IN,ANDA-208045,,,SPL_DUNS_FEI,
65862-956,3007373532,Aurobindo Pharma Limited,IN,ANDA-208045,,,SPL_DUNS_FEI,
65862-957,3007373532,Aurobindo Pharma Limited,IN,ANDA-208045,,,SPL_DUNS_FEI,
71335-1380,3005719315,Watson Pharma Private Limited,IN,ANDA-076059,,,ADDRESS_MATCH,
70518-4141,3012932394,Graviti Pharmaceuticals Private Limited,IN,ANDA-217652,,,SPL_DUNS_FEI,
72189-462,3004672766,"Glenmark Pharmaceuticals Inc., USA",IN,ANDA-203562,,,SPL_DUNS_FEI,
85766-021,3004446312,Aurobindo Pharma Limited,IN,ANDA-065271,,,ADDRESS_MATCH,
0781-3412,3002806523,Sandoz GmbH,AT,ANDA-062738,,,ADDRESS_MATCH,
0781-3413,3002806523,Sandoz GmbH,AT,ANDA-062738,,,ADDRESS_MATCH,
63187-929,3004956904,Alembic Pharmaceuticals Limited,IN,ANDA-078932,,,SPL_DUNS_FEI,
54288-111,3015156709,BPI Labs LLC,US,,,,SPL_DUNS_FEI,
68788-7666,3004819820,LUPIN LIMITED,IN,ANDA-077321,,,SPL_DUNS_FEI,
68788-7666,3009843207,LUPIN LIMITED,IN,ANDA-077321,,,SPL_DUNS_FEI,
68788-7666,3007549629,LUPIN LIMITED,IN,ANDA-077321,,,SPL_DUNS_FEI,
50090-3879,3004021229,Aurobindo Pharma Limited,IN,ANDA-078413,,,SPL_DUNS_FEI,
50090-3879,3007373532,Aurobindo Pharma Limited,IN,ANDA-078413,,,SPL_DUNS_FEI,
64380-723,3004554612,Strides Pharma Science Limited,IN,ANDA-091356,,,SPL_DUNS_FEI,
64380-724,3004554612,Strides Pharma Science Limited,IN,ANDA-091356,,,SPL_DUNS_FEI,
72189-423,3004021263,Aurobindo Pharma Limited,IN,ANDA-065434,,,SPL_DUNS_FEI,
31722-684,3005406526,Hetero Labs Limited,IN,ANDA-216150,,,SPL_DUNS_FEI,
67296-1327,3011255967,APL HEALTHCARE LIMITED,IN,ANDA-090624,,,SPL_DUNS_FEI,
67296-1327,3004021229,Aurobindo Pharma Limited,IN,ANDA-090624,,,SPL_DUNS_FEI,
67296-1327,3007373532,Aurobindo Pharma Limited,IN,ANDA-090624,,,SPL_DUNS_FEI,
72865-299,3013061208,Evaric Pharmaceuticals Inc,US,ANDA-206788,,,SPL_DUNS_FEI,
72865-300,3013061208,Evaric Pharmaceuticals Inc,US,ANDA-206788,,,SPL_DUNS_FEI,
72865-301,3013061208,Evaric Pharmaceuticals Inc,US,ANDA-206788,,,SPL_DUNS_FEI,
72865-302,3013061208,Evaric Pharmaceuticals Inc,US,ANDA-206788,,,SPL_DUNS_FEI,
0378-3224,3005587313,Viatris Inc.,IN,ANDA-078702,,,ADDRESS_MATCH,
0378-3225,3005587313,Viatris Inc.,IN,ANDA-078702,,,ADDRESS_MATCH,
0378-3231,3005587313,Viatris Inc.,IN,ANDA-078702,,,ADDRESS_MATCH,
0378-3232,3005587313,Viatris Inc.,IN,ANDA-078702,,,ADDRESS_MATCH,
68071-3760,3002984011,Zydus Lifesciences Limited,IN,ANDA-205443,,,SPL_DUNS_FEI,
71335-1690,3006785788,Ajanta Pharma Limited,IN,ANDA-211655,,,SPL_DUNS_FEI,
68788-8196,3004097901,Granules India Ltd,IN,ANDA-214452,,,SPL_DUNS_FEI,
43602-671,3009518416,Ascent Pharmaceuticals Inc,US,ANDA-218939,,,SPL_DUNS_FEI,
43602-672,3009518416,Ascent Pharmaceuticals Inc,US,ANDA-218939,,,SPL_DUNS_FEI,
43602-673,3009518416,Ascent Pharmaceuticals Inc,US,ANDA-218939,,,SPL_DUNS_FEI,
43063-516,3005117563,"KVK-TECH, INC.",US,ANDA-078048,,,SPL_DUNS_FEI,
50090-7090,3006644152,Indoco Remedies Limited,IN,ANDA-202112,,,SPL_DUNS_FEI,
63629-2458,3005669319,Encube Ethicals Pvt. Ltd.,IN,ANDA-211295,,,SPL_DUNS_FEI,
76282-670,1510690,West-Ward Columbus Inc.,US,ANDA-077900,,,SPL_DUNS_FEI,
76282-670,1510690,Hikma Pharmaceuticals USA Inc.,US,ANDA-077900,,,SPL_DUNS_FEI,
76282-671,1510690,West-Ward Columbus Inc.,US,ANDA-077900,,,SPL_DUNS_FEI,
76282-671,1510690,Hikma Pharmaceuticals USA Inc.,US,ANDA-077900,,,SPL_DUNS_FEI,
76282-672,1510690,West-Ward Columbus Inc.,US,ANDA-077900,,,SPL_DUNS_FEI,
76282-672,1510690,Hikma Pharmaceuticals USA Inc.,US,ANDA-077900,,,SPL_DUNS_FEI,
76282-673,1510690,West-Ward Columbus Inc.,US,ANDA-077900,,,SPL_DUNS_FEI,
76282-673,1510690,Hikma Pharmaceuticals USA Inc.,US,ANDA-077900,,,SPL_DUNS_FEI,
63323-963,3002647489,GLAND PHARMA LIMITED,IN,ANDA-200644,,,SPL_DUNS_FEI,
62332-785,3004956904,Alembic Pharmaceuticals Limited,IN,ANDA-217674,,,SPL_DUNS_FEI,
54766-716,1811212,"Ferndale Laboratories, Inc.",US,ANDA-085368,,,SPL_DUNS_FEI,
0404-9802,2410375,"American Regent, Inc.",US,ANDA-216120,,,SPL_DUNS_FEI,
62332-494,3004956904,Alembic Pharmaceuticals Limited,IN,ANDA-213248,,,SPL_DUNS_FEI,
62332-495,3004956904,Alembic Pharmaceuticals Limited,IN,ANDA-213248,,,SPL_DUNS_FEI,
62332-496,3004956904,Alembic Pharmaceuticals Limited,IN,ANDA-213248,,,SPL_DUNS_FEI,
62332-497,3004956904,Alembic Pharmaceuticals Limited,IN,ANDA-213248,,,SPL_DUNS_FEI,
62332-498,3004956904,Alembic Pharmaceuticals Limited,IN,ANDA-213248,,,SPL_DUNS_FEI,
71335-1134,3003999190,"Zhejiang Huahai Pharmaceutical Co., Ltd.",CN,ANDA-205823,,,SPL_DUNS_FEI,
57664-761,3002806294,ALKALOIDA Vegyeszeti Gyar zartkoruen mukodo Reszvenytarsasag,HU,ANDA-201691,,,SPL_DUNS_FEI,
68071-3819,3005117563,"KVK-TECH, INC.",US,ANDA-040876,,,SPL_DUNS_FEI,
76420-192,3002806523,Sandoz GmbH,AT,ANDA-064076,,,ADDRESS_MATCH,
0480-2596,3003194604,"Actavis Laboratories FL, Inc.",US,ANDA-208443,,,ADDRESS_MATCH,
71335-1827,3005890633,Intas Pharmaceuticals Limited,IN,ANDA-212399,,,SPL_DUNS_FEI,
71335-1827,3000242652,Excella GmbH & Co. KG,DE,ANDA-212399,,,SPL_DUNS_FEI,TRUE
53045-222,3010131268,"Dharma Research, Inc.",US,,,,SPL_DUNS_FEI,
68788-7715,3002808384,"Taro Pharmaceuticals U.S.A., Inc.",CA,ANDA-203818,,,SPL_DUNS_FEI,
69367-194,3012152381,"Saptalis Pharmaceuticals, LLC",US,ANDA-204165,,,ADDRESS_MATCH,
69367-194,3008298016,"ScieGen Pharmaceuticals, INC.",US,ANDA-204165,,,ADDRESS_MATCH,
69367-200,3012152381,"Saptalis Pharmaceuticals, LLC",US,ANDA-204165,,,ADDRESS_MATCH,
69367-200,3008298016,"ScieGen Pharmaceuticals, INC.",US,ANDA-204165,,,ADDRESS_MATCH,
68462-497,3004672766,"Glenmark Pharmaceuticals Inc., USA",IN,ANDA-201779,,,SPL_DUNS_FEI,
68462-498,3004672766,"Glenmark Pharmaceuticals Inc., USA",IN,ANDA-201779,,,SPL_DUNS_FEI,
43353-989,3003950641,"InvaGen Pharmaceuticals, Inc",US,ANDA-077955,,,SPL_DUNS_FEI,
71205-642,3005890633,Intas Pharmaceuticals Limited,IN,ANDA-212399,,,SPL_DUNS_FEI,
71205-642,3000242652,Excella GmbH & Co. KG,DE,ANDA-212399,,,SPL_DUNS_FEI,TRUE
80425-0365,3022175565,Emcure Pharmaceuticals Limited,IN,ANDA-204279,,,SPL_DUNS_FEI,
80425-0365,3002535019,"CorePharma, LLC",US,ANDA-204279,,,SPL_DUNS_FEI,
80425-0365,3005139373,Heritage Pharmaceuticals Inc. d/b/a Avet Pharmaceuticals Inc.,US,ANDA-204279,,,SPL_DUNS_FEI,
50090-7316,3008984460,"Yichang Humanwell Pharmaceutical Co., Ltd",CN,ANDA-215599,,,SPL_DUNS_FEI,
43598-919,3006549835,Dr. Reddy's Laboratories Limited,IN,ANDA-211941,,,SPL_DUNS_FEI,
51817-586,3002806578,Pharmascience Inc.,CA,ANDA-208392,,,SPL_DUNS_FEI,
42571-253,3005210225,Micro Labs Limited,IN,ANDA-216872,,,SPL_DUNS_FEI,
42571-254,3005210225,Micro Labs Limited,IN,ANDA-216872,,,SPL_DUNS_FEI,
76420-598,0002246963,"Ingenus Pharmaceuticals NJ, LLC",US,ANDA-216275,,,SPL_DUNS_FEI,
50090-7299,2000021110,"CSPC Ouyi Pharmaceutical Co., Ltd.",CN,ANDA-208249,,,SPL_DUNS_FEI,
63629-4882,3012257735,"Oxford Pharmaceuticals, LLC",US,ANDA-040489,,,ADDRESS_MATCH,
68462-435,3004672766,"Glenmark Pharmaceuticals Inc., USA",IN,ANDA-202229,,,SPL_DUNS_FEI,
43063-727,3004011473,Intas Pharmaceuticals Limited,IN,ANDA-078155,,,SPL_DUNS_FEI,
43063-727,3003157498,Intas Pharmaceuticals Limited,IN,ANDA-078155,,,SPL_DUNS_FEI,
29033-207,1930436,"Nostrum Laboratories, Inc.",US,ANDA-207237,,,SPL_DUNS_FEI,
29033-207,1930436,MPP PHARMA LLC,US,ANDA-207237,,,SPL_DUNS_FEI,
29033-214,1930436,"Nostrum Laboratories, Inc.",US,ANDA-207237,,,SPL_DUNS_FEI,
29033-214,1930436,MPP PHARMA LLC,US,ANDA-207237,,,SPL_DUNS_FEI,
51662-1584,2016148,"International Medication Systems, Ltd.",US,ANDA-203451,,,SPL_DUNS_FEI,
68788-8509,3008252295,Rubicon Research Limited,IN,ANDA-200981,,,ADDRESS_MATCH,
50090-6604,3008298016,"ScieGen Pharmaceuticals, INC.",US,ANDA-205519,,,SPL_DUNS_FEI,
68180-523,3004819820,LUPIN LIMITED,IN,ANDA-208643,,,SPL_DUNS_FEI,
68180-524,3004819820,LUPIN LIMITED,IN,ANDA-208643,,,SPL_DUNS_FEI,
68180-525,3004819820,LUPIN LIMITED,IN,ANDA-208643,,,SPL_DUNS_FEI,
68180-526,3004819820,LUPIN LIMITED,IN,ANDA-208643,,,SPL_DUNS_FEI,
66689-305,1036352,"VistaPharm, Inc.",US,ANDA-211884,,,ADDRESS_MATCH,
